pid,lon,lat,date,baseheading,viewheading,view_idx,path,dist_m
72871,11.263648695288754,44.5185191004273,202506,154.78,244.78,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\72871_11.263648695288754_44.5185191004273_202506_baseheading154.78_viewheading244.78_2.jpg,5541.266109189738
36099,11.352299566528972,44.53040752511278,202507,203.75,293.75,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\36099_11.352299566528972_44.53040752511278_202507_baseheading203.75_viewheading293.75_2.jpg,3016.2036947346737
46411,11.379937713564212,44.46443296104918,202204,228.91,318.91,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\46411_11.379937713564212_44.46443296104918_202204_baseheading228.91_viewheading318.91_2.jpg,2907.798353352304
35498,11.338308963074736,44.53029283263,202507,19.75,289.75,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\35498_11.338308963074736_44.53029283263_202507_baseheading19.75_viewheading289.75_4.jpg,2985.6735186749574
18575,11.318197297701953,44.520286118629635,202205,262.82,352.82,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\18575_11.318197297701953_44.520286118629635_202205_baseheading262.82_viewheading352.82_2.jpg,2332.4304358898225
38250,11.360760130723394,44.51196346332922,202507,289.54,199.54,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\38250_11.360760130723394_44.51196346332922_202507_baseheading289.54_viewheading199.54_4.jpg,1295.9560085892379
65513,11.363641526934419,44.50876273035071,202203,19.09,109.09,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\65513_11.363641526934419_44.50876273035071_202203_baseheading19.09_viewheading109.09_2.jpg,1163.6664542688488
5677,11.332931202729899,44.50464218731974,202203,281.88,191.88,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\5677_11.332931202729899_44.50464218731974_202203_baseheading281.88_viewheading191.88_4.jpg,251.9561739143987
63902,11.329810359547842,44.491885166842245,202008,107.24,17.24,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\63902_11.329810359547842_44.491885166842245_202008_baseheading107.24_viewheading17.24_4.jpg,53.16379168880938
7392,11.291608351970947,44.511574548737194,202011,110.4,200.4,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\7392_11.291608351970947_44.511574548737194_202011_baseheading110.40_viewheading200.40_2.jpg,3196.9134502066936
65250,11.330753784012739,44.510020670822136,202507,115.26,25.26,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\65250_11.330753784012739_44.510020670822136_202507_baseheading115.26_viewheading25.26_4.jpg,873.4865112635163
3881,11.412080447566604,44.50359779578476,202406,115.49,25.49,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\3881_11.412080447566604_44.50359779578476_202406_baseheading115.49_viewheading25.49_4.jpg,3612.1819830008517
22662,11.376534293401269,44.51542990540054,202603,146.92,236.92,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\22662_11.376534293401269_44.51542990540054_202603_baseheading146.92_viewheading236.92_2.jpg,2425.5943582966165
31730,11.304365124973202,44.492813230390404,202203,189.03,279.03,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\31730_11.304365124973202_44.492813230390404_202203_baseheading189.03_viewheading279.03_2.jpg,1946.3129981623433
60745,11.377333328090913,44.50247671555072,202306,87.46,177.46,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\60745_11.377333328090913_44.50247671555072_202306_baseheading87.46_viewheading177.46_2.jpg,1266.752596225274
33132,11.292890523097352,44.47404739223339,202506,186.63,276.63,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\33132_11.292890523097352_44.47404739223339_202506_baseheading186.63_viewheading276.63_2.jpg,3486.9230792774497
58625,11.389679068781806,44.50833309297713,202202,173.46,83.46,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\58625_11.389679068781806_44.50833309297713_202202_baseheading173.46_viewheading83.46_4.jpg,2380.6441673080503
31942,11.282324725815075,44.523701718592086,202603,92.84,2.84,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\31942_11.282324725815075_44.523701718592086_202603_baseheading92.84_viewheading2.84_4.jpg,4535.347223414276
52722,11.316318102247171,44.42128313605606,202506,93.58,3.58,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\52722_11.316318102247171_44.42128313605606_202506_baseheading93.58_viewheading3.58_4.jpg,7464.090631124666
12415,11.360557874905133,44.449360831948695,202506,43.81,313.81,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\12415_11.360557874905133_44.449360831948695_202506_baseheading43.81_viewheading313.81_4.jpg,3922.1696229131435
47848,11.363404804683439,44.48890879328418,202204,23.41,293.41,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\47848_11.363404804683439_44.48890879328418_202204_baseheading23.41_viewheading293.41_4.jpg,480.5404332209268
69535,11.352010506996653,44.45307870753835,202206,71.76,341.76,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\69535_11.352010506996653_44.45307870753835_202206_baseheading71.76_viewheading341.76_4.jpg,3514.6252222789867
28194,11.361332914309243,44.52632048384384,202203,112.12,22.12,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\28194_11.361332914309243_44.52632048384384_202203_baseheading112.12_viewheading22.12_4.jpg,2754.4412449216507
69268,11.239401722276178,44.52990526566422,202509,118.26,208.26,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\69268_11.239401722276178_44.52990526566422_202509_baseheading118.26_viewheading208.26_2.jpg,7820.244003046079
40809,11.34565943771873,44.52622568726939,202507,16.03,286.03,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\40809_11.34565943771873_44.52622568726939_202507_baseheading16.03_viewheading286.03_4.jpg,2494.2691246016702
5788,11.27170429103072,44.53386190416972,202205,308.24,38.24,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\5788_11.27170429103072_44.53386190416972_202205_baseheading308.24_viewheading38.24_2.jpg,5902.326345938165
65292,11.286811634143794,44.49704687959684,202203,280.65,190.65,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\65292_11.286811634143794_44.49704687959684_202203_baseheading280.65_viewheading190.65_4.jpg,3270.254631064782
72637,11.382470621797605,44.47437429477313,202204,296.4,26.4,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\72637_11.382470621797605_44.47437429477313_202204_baseheading296.40_viewheading26.40_2.jpg,2271.8645953537953
40735,11.304954151917471,44.52702900665524,202506,36.25,126.25,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\40735_11.304954151917471_44.52702900665524_202506_baseheading36.25_viewheading126.25_2.jpg,3551.3234249846814
6009,11.356039967635176,44.52639374751052,202604,164.47,74.47,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\6009_11.356039967635176_44.52639374751052_202604_baseheading164.47_viewheading74.47_4.jpg,2657.1105748456557
35682,11.249450634992911,44.52594518495032,202509,60.83,150.83,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\35682_11.249450634992911_44.52594518495032_202509_baseheading60.83_viewheading150.83_2.jpg,6909.590792785282
69930,11.406944547579137,44.48708975067602,202507,259.49,349.49,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\69930_11.406944547579137_44.48708975067602_202507_baseheading259.49_viewheading349.49_2.jpg,3054.3441925287643
26115,11.286030734414322,44.51168488011726,202203,36.8,306.8,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\26115_11.286030734414322_44.51168488011726_202203_baseheading36.80_viewheading306.80_4.jpg,3606.4354070885556
44304,11.32464267201829,44.53206095277137,202604,253.33,343.33,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\44304_11.32464267201829_44.53206095277137_202604_baseheading253.33_viewheading343.33_2.jpg,3366.362102738545
8321,11.351285482173928,44.528251772117365,202509,293.66,23.66,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\8321_11.351285482173928_44.528251772117365_202509_baseheading293.66_viewheading23.66_2.jpg,2766.269626303825
13517,11.37073715135329,44.48803750135788,202507,26.03,296.03,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\13517_11.37073715135329_44.48803750135788_202507_baseheading26.03_viewheading296.03_4.jpg,509.7714517856093
16854,11.344295717389349,44.530025903833554,202603,104.7,14.7,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\16854_11.344295717389349_44.530025903833554_202603_baseheading104.70_viewheading14.70_4.jpg,2914.9714654774925
38623,11.388717183129861,44.50800551058114,202507,289.6,199.6,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\38623_11.388717183129861_44.50800551058114_202507_baseheading289.60_viewheading199.60_4.jpg,2302.160689469029
318,11.283984993454052,44.49561266676519,202304,324.33,234.33,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\318_11.283984993454052_44.49561266676519_202304_baseheading324.33_viewheading234.33_4.jpg,3505.0046436422685
12915,11.336576655644723,44.484950635403955,202203,35.47,305.47,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\12915_11.336576655644723_44.484950635403955_202203_baseheading35.47_viewheading305.47_4.jpg,281.6511653719271
54818,11.409758065136543,44.512692209933306,202204,102.05,192.05,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\54818_11.409758065136543_44.512692209933306_202204_baseheading102.05_viewheading192.05_2.jpg,3912.9940684253957
31536,11.329090430527156,44.520064446252746,202507,190.11,100.11,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\31536_11.329090430527156_44.520064446252746_202507_baseheading190.11_viewheading100.11_4.jpg,1988.5403619590275
30177,11.344317920148612,44.51290513594285,202205,280.68,190.68,4,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\30177_11.344317920148612_44.51290513594285_202205_baseheading280.68_viewheading190.68_4.jpg,1012.490503150882
68770,11.36639862886485,44.48302600428763,202506,298.14,28.14,2,D:\Claude\SVI_FFW\SVI\Bologna\Bologna SVI\68770_11.36639862886485_44.48302600428763_202506_baseheading298.14_viewheading28.14_2.jpg,800.3506338291473
