path,pid,y,src,cv_proba
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\24126_103.85888864791033_1.3010203517089054_202202_baseheading142.21_viewheading142.21_1.jpg,24126,1,shophouse,0.7729840457372785
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\137512_103.90130458870658_1.3109414340335157_202406_baseheading144.05_viewheading324.05_3.jpg,137512,1,shophouse,0.8345287468942594
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\155326_103.86013801743823_1.3008315354497064_202406_baseheading323.17_viewheading323.17_1.jpg,155326,1,shophouse,0.7455072729849819
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\159253_103.85421818782494_1.304371749695482_202403_baseheading312.69_viewheading312.69_1.jpg,159253,1,shophouse,0.7764208825426077
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\163303_103.84696687399628_1.2843638626731462_202110_baseheading304.64_viewheading124.64_3.jpg,163303,1,shophouse,0.7770892019885186
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162721_103.84567490202052_1.281785843866018_202406_baseheading34.15_viewheading124.15_2.jpg,162721,1,shophouse,0.7910363589994683
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\155325_103.8600311394597_1.300976594041401_202406_baseheading323.63_viewheading143.63_3.jpg,155325,1,shophouse,0.7684033184309617
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\74544_103.85863109606284_1.3032090957697207_202406_baseheading332.64_viewheading152.64_3.jpg,74544,1,shophouse,0.8085701146668386
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162840_103.84463643254638_1.2826003625072915_202402_baseheading121.12_viewheading301.12_3.jpg,162840,1,shophouse,0.7634611242028335
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\138558_103.90432738075678_1.3063190922831949_202407_baseheading326.27_viewheading326.27_1.jpg,138558,1,shophouse,0.7395059717066256
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\70178_103.90452577555372_1.3065003452841044_202407_baseheading326.27_viewheading326.27_1.jpg,70178,1,shophouse,0.7432068667641172
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\164414_103.8485794375027_1.2835642235890747_202110_baseheading316.01_viewheading316.01_1.jpg,164414,1,shophouse,0.767789274795824
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\31306_103.85971766161842_1.3014365028018924_202104_baseheading144.92_viewheading324.92_3.jpg,31306,1,shophouse,0.7048768959172709
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\27390_103.84362049277716_1.2838134955899478_202110_baseheading127.28_viewheading307.28_3.jpg,27390,1,shophouse,0.6952041145328328
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\166110_103.85333905455023_1.304710038880777_202403_baseheading223.96_viewheading313.96_2.jpg,166110,1,shophouse,0.7483597802072487
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\150473_103.85632753533015_1.308295080192366_202403_baseheading302.57_viewheading122.57_3.jpg,150473,1,shophouse,0.7884708078663738
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\29628_103.85844657887405_1.3027618075258387_202406_baseheading144.62_viewheading144.62_1.jpg,29628,1,shophouse,0.666819767219692
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\17796_103.84425806692948_1.277497905722936_202403_baseheading10.26_viewheading280.26_4.jpg,17796,1,shophouse,0.7284001192064942
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\144675_103.8422236165105_1.2794192901595347_202406_baseheading222.87_viewheading132.87_4.jpg,144675,1,shophouse,0.8037805777974942
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\6456_103.8527076822014_1.3051144501576588_202406_baseheading130.43_viewheading130.43_1.jpg,6456,1,shophouse,0.7026194400316507
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\101431_103.84650554497095_1.2910355704705765_202406_baseheading306.91_viewheading306.91_1.jpg,101431,1,shophouse,0.6429637655567588
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\142320_103.84210387417703_1.2781126199823334_202402_baseheading327.05_viewheading327.05_1.jpg,142320,1,shophouse,0.7967351777377442
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\135319_103.84280977244192_1.2830849087104745_202212_baseheading300.72_viewheading120.72_3.jpg,135319,1,shophouse,0.6873258226945826
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\159250_103.85382053879637_1.3047378908240663_202403_baseheading312.77_viewheading132.77_3.jpg,159250,1,shophouse,0.7305905006112486
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\40257_103.85932207475133_1.3032051521019963_202406_baseheading227.64_viewheading137.64_4.jpg,40257,1,shophouse,0.7072569775813704
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162842_103.84432210358587_1.2827765766047596_202402_baseheading119.24_viewheading119.24_1.jpg,162842,1,shophouse,0.8038597890350236
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165919_103.8521613104885_1.3053426719696635_202406_baseheading50.26_viewheading320.26_4.jpg,165919,1,shophouse,0.7334854853643017
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\72169_103.83011742603983_1.2829589156200838_202406_baseheading323.16_viewheading323.16_1.jpg,72169,1,shophouse,0.7191637540648936
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\33473_103.86152214403585_1.311759809954271_202406_baseheading234.94_viewheading144.94_4.jpg,33473,1,shophouse,0.7293428977870215
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162775_103.84467293437491_1.2820203418601321_202110_baseheading289.96_viewheading19.96_2.jpg,162775,1,shophouse,0.644577215199416
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\70201_103.86107877222163_1.3020036665570593_202406_baseheading55.61_viewheading325.61_4.jpg,70201,1,shophouse,0.7266611955180247
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\74545_103.8587429490007_1.3030678377872191_202406_baseheading322.37_viewheading322.37_1.jpg,74545,1,shophouse,0.7728002279658683
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\5822_103.84770735910519_1.281641253721616_202406_baseheading122.13_viewheading302.13_3.jpg,5822,1,shophouse,0.7623682100438265
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\72647_103.8481058938521_1.2816160386733506_202406_baseheading213.86_viewheading303.86_2.jpg,72647,1,shophouse,0.7731419938656817
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\4663_103.85209447040792_1.3050462358934403_202406_baseheading315.16_viewheading135.16_3.jpg,4663,1,shophouse,0.6875667859849905
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\150476_103.85587392447329_1.308589055134103_202403_baseheading302.39_viewheading122.39_3.jpg,150476,1,shophouse,0.7466177549374426
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\159282_103.85455220070354_1.305793948152974_202406_baseheading123.70_viewheading123.70_1.jpg,159282,1,shophouse,0.6944490189791293
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\150477_103.85572264748339_1.3086869330252444_202403_baseheading303.02_viewheading123.02_3.jpg,150477,1,shophouse,0.71309316060387
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\133806_103.90255886700145_1.3091806421413363_202406_baseheading323.25_viewheading143.25_3.jpg,133806,1,shophouse,0.7837615836938089
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\133807_103.90270324352745_1.3092884300567118_202406_baseheading323.25_viewheading143.25_3.jpg,133807,1,shophouse,0.7977695097619341
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\133808_103.90277083670075_1.3093302271035945_202406_baseheading323.25_viewheading143.25_3.jpg,133808,1,shophouse,0.7838252890988354
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\24056_103.90255886700145_1.3091806421413363_202406_baseheading323.25_viewheading143.25_3.jpg,24056,1,shophouse,0.783823062881005
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139621_103.84331094414472_1.278480844670962_202402_baseheading201.88_viewheading291.88_2.jpg,139621,1,shophouse,0.8135669276816574
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\160898_103.84678515098368_1.2803102784889986_202406_baseheading19.36_viewheading289.36_4.jpg,160898,1,shophouse,0.7595524806919157
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\166112_103.85310994572771_1.30443191080493_202406_baseheading219.73_viewheading129.73_4.jpg,166112,1,shophouse,0.7577090861144347
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\29475_103.85887964195294_1.3015410745595892_202406_baseheading139.82_viewheading319.82_3.jpg,29475,1,shophouse,0.7287539001533904
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165967_103.90277092125739_1.3093301099002108_202406_baseheading323.25_viewheading143.25_3.jpg,165967,1,shophouse,0.7839270348756648
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\25261_103.85547695384696_1.3091179848851462_202406_baseheading34.73_viewheading124.73_2.jpg,25261,1,shophouse,0.6389326240533668
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139427_103.84848400087624_1.286387334745296_202403_baseheading30.23_viewheading120.23_2.jpg,139427,1,shophouse,0.736146275088103
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\85499_103.90249542390848_1.3097947631784503_202406_baseheading143.25_viewheading323.25_3.jpg,85499,1,shophouse,0.784910299145709
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\135739_103.90255886700145_1.3091806421413363_202406_baseheading323.25_viewheading143.25_3.jpg,135739,1,shophouse,0.7839740502999758
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\24053_103.90224174088965_1.309618096593847_202406_baseheading143.25_viewheading323.25_3.jpg,24053,1,shophouse,0.8009855320293972
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\135738_103.90256047268808_1.3091784273077598_202406_baseheading323.25_viewheading143.25_3.jpg,135738,1,shophouse,0.7670133478544829
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\19337_103.84591269519234_1.2833466459570755_202406_baseheading211.72_viewheading301.72_2.jpg,19337,1,shophouse,0.7141858978584623
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\35678_103.85813855026963_1.3157928892661785_202406_baseheading222.72_viewheading312.72_2.jpg,35678,1,shophouse,0.7829701231925122
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\19647_103.80579037163217_1.2888547395656675_202503_baseheading39.55_viewheading309.55_4.jpg,19647,1,shophouse,0.7154256924664941
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\4663_103.85209447040792_1.3050462358934403_202406_baseheading315.16_viewheading315.16_1.jpg,4663,1,shophouse,0.7486149087324018
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\24126_103.85888864791033_1.3010203517089054_202202_baseheading142.21_viewheading322.21_3.jpg,24126,1,shophouse,0.800225182375285
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\49502_103.85474531005349_1.3093208280924764_202403_baseheading302.35_viewheading302.35_1.jpg,49502,1,shophouse,0.7259222029824135
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\79167_103.85464766447365_1.3090704859910933_202403_baseheading302.35_viewheading302.35_1.jpg,79167,1,shophouse,0.7279843258630146
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165964_103.90249559635818_1.3097944975525053_202406_baseheading143.25_viewheading323.25_3.jpg,165964,1,shophouse,0.7813702643383642
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\163303_103.84696687399628_1.2843638626731462_202110_baseheading304.64_viewheading304.64_1.jpg,163303,1,shophouse,0.6127079512753913
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139618_103.84307467860769_1.2779948181936385_202402_baseheading207.07_viewheading117.07_4.jpg,139618,1,shophouse,0.720106329188885
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\159283_103.8547003674379_1.3056914224676341_202406_baseheading125.03_viewheading125.03_1.jpg,159283,1,shophouse,0.6473362119965613
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\144678_103.84186294940442_1.2790167738268847_202406_baseheading221.05_viewheading131.05_4.jpg,144678,1,shophouse,0.7035615620503873
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162724_103.84598668523812_1.2822272449562049_202406_baseheading34.02_viewheading304.02_4.jpg,162724,1,shophouse,0.7496740893309497
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162724_103.84598668523812_1.2822272449562049_202406_baseheading34.02_viewheading124.02_2.jpg,162724,1,shophouse,0.7607940236752844
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\141492_103.90478402799712_1.305852608072769_202407_baseheading57.76_viewheading327.76_4.jpg,141492,1,shophouse,0.7858423354503872
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\164955_103.84810330499438_1.326003537055925_202406_baseheading295.91_viewheading295.91_1.jpg,164955,1,shophouse,0.7019443146051252
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\93326_103.84168590062639_1.2807377325760334_202406_baseheading198.29_viewheading288.29_2.jpg,93326,1,shophouse,0.7601934623602824
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\143305_103.84957446433984_1.2857328029006236_202403_baseheading149.97_viewheading329.97_3.jpg,143305,1,shophouse,0.7423801577425005
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\5493_103.84711192257345_1.2824530166711292_202406_baseheading143.90_viewheading143.90_1.jpg,5493,1,shophouse,0.7936848035677805
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\137338_103.83702350610189_1.2769593041938883_202402_baseheading174.81_viewheading174.81_1.jpg,137338,1,shophouse,0.7837558702230472
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139620_103.84323558131634_1.278317248395942_202402_baseheading207.33_viewheading297.33_2.jpg,139620,1,shophouse,0.8127780866660788
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162778_103.84501944726668_1.2818234102574764_202406_baseheading210.78_viewheading300.78_2.jpg,162778,1,shophouse,0.7071198233751764
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\4040_103.8478301250927_1.2821837786655_202406_baseheading29.74_viewheading299.74_4.jpg,4040,1,shophouse,0.7752765862439018
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\91977_103.87766385058332_1.3127308922489167_202404_baseheading345.61_viewheading165.61_3.jpg,91977,1,shophouse,0.6717997609548532
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\95248_103.85980504478191_1.3110912814071634_202406_baseheading34.32_viewheading304.32_4.jpg,95248,1,shophouse,0.7443892811352175
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\137339_103.83703781996536_1.2767797063180477_202402_baseheading175.20_viewheading85.20_4.jpg,137339,1,shophouse,0.6624140277398578
D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\144078_103.84928588299738_1.2861898443239674_202403_baseheading146.40_viewheading146.40_1.jpg,144078,1,shophouse,0.820042154181934
